91.IV.2,collection,dc.coverage.temporal[],dc.date.issued,dc.description[en],dc.identifier.isbn[],dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.language[],dc.title[en],dc.title[es],dc.title[fr],dc.title[ru],dcterms.publisher[en],undr.contributor.corporate[en],undr.contributor.corporate[es],undr.contributor.corporate[fr],undr.contributor.corporate[ru],undr.identifier.salesnumber[],undr.identifier.symbol[],
422284,11176/387434,1993-01-01 00:00:00,1994-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400463,English,"Resolutions and decisions of the Economic and Social Council, organizational session for 1993, New York, 26 January and 2-5,12 and 16 February 1993, resumed organizational session for 1993, New York, 6, 29 and 30 April and 26 May 1993, substantive session of 1993, Geneva, 28 June-30 July 1993, resumed substantive session of 1993 New York, 21 October and 8 December 1993 : Economic and Social Counci",,,,,United Nations. Economic and Social Council,,,,,E/1993/93,
422283,11176/387434,1951-01-01 00:00:00,1951-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400462,English,"Gibraltar, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1951/37,
422282,11176/387434,1958-01-01 00:00:00,1960-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400461,English,"Portugal : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1960/15,
422281,11176/387434,1982-01-01 00:00:00,1982-01-01 00:00:00,Corrigendum,,,,http://hdl.handle.net/11176/400460,French,,,"évaluations des besoins du monde en stupéfiants pour 1982 : supplément n° 3, corrigendum",,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.82.XI.2/Supp.3,E/INCB/57/Supp.3,
422280,11176/387434,1955-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400459,English,"Iran : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1956/40,
422279,11176/387434,1956-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400458,English,"Denmark : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/148,
422278,11176/387434,1939-01-01 00:00:00,1939-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400457,English,"Preparatory work for a conference to consider the possibility of limiting and controlling the cultivation of the opium poppy and the production of raw opium : raw opium statistics concerning world production, use, stocks, exports of producing countries and seizures",,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,,O.C./Confidential/18(a)(2),
422277,11176/387434,1981-01-01 00:00:00,1980-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400456,French,,,Évaluations pour 1981 des besoins du monde en stupéfiants,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,E/F/S.81.XI.1,E/INCB/51,
422276,11176/387434,1961-01-01 00:00:00,1966-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400455,French,,,République du Dahomey : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,,,,E/NL.1966/22,
422275,11176/387434,1987-01-01 00:00:00,1987-01-01 00:00:00,,,,ISSN 0082-8327,http://hdl.handle.net/11176/400454,English,Estimated world requirements of narcotic drugs in 1987 : supplement No. 02,,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1986/2/Supp.2,
422274,11176/387434,1983-01-01 00:00:00,1983-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400453,English,Burma : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1983/37,
422273,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400452,English,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/69-70,
422272,11176/387434,1954-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400451,Spanish,,"Comisión de Estupefacientes, informe sobre el noveno período de sesiones, 19 de abril - 14 de Mayo de 1954 : Consejo Económico y Social, documentos oficiales, 18° periodo de sesiones, suplemento no. 8",,,,,Naciones Unidas. Comisión de Estupefacientes,,,,E/CN.7/283||E/2606,
422271,11176/387434,1978-01-01 00:00:00,1978-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400450,French,,,Tunisie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1978/76-77,
422270,11176/387434,1977-01-01 00:00:00,1978-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400449,French,,,"Conférence des Nations Unies sur la succession d'états en matière de traités, première session, Vienne, 4 avril-6 mai 1977 : documents officiels, volume I - comptes rendus analytiques des séances plénières et des séances de la Commission plénière",,,,,"Conférence des Nations Unies sur la succession d'états en matière de traités (1977-1978 : Vienne, Autriche)",,F.78.V.8,A/CONF.80/16,
422269,11176/387434,1993-01-01 00:00:00,1994-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400448,English,Portugal : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1994/46,
422268,11176/387434,1987-01-01 00:00:00,1987-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400447,French,,,"Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa vingtième session, 20 juillet-14 août 1987 : Assemblée générale, documents officiels, quarante-deuxième session, supplément n° 17, A/42/17",,,,,Commission des Nations Unies pour le droit commercial international,,,A/42/17,
422267,11176/387434,1994-01-01 00:00:00||1992-01-01 00:00:00,1994-01-01 00:00:00,,,ISSN 1013-8250,,http://hdl.handle.net/11176/400446,English,"Supplement no. 10 to narcotic drugs : estimated world requirements for 1994, statistics for 1992, estimates updated as of 31 October 1994",,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1993/2/Supp.10,
422266,11176/387434,1991-01-01 00:00:00||1989-01-01 00:00:00,1991-01-01 00:00:00,,,ISSN 1013-8250,,http://hdl.handle.net/11176/400445,English,"Supplement no. 05 to narcotic drugs : estimated world requirements for 1991, statistics for 1989, estimates updated as of 31 May 1991",,,,,International Narcotics Control Board,Junta Internacional de Fiscalización de Estupefacientes,Organe international de contrôle des stupéfiants,,,E/INCB/1990/2/Supp.5,
422265,11176/387434,1989-01-01 00:00:00||1990-01-01 00:00:00,1991-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400444,English,Honduras : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1991/40-41,
422264,11176/387434,1936-01-01 00:00:00||1928-01-01 00:00:00||1935-01-01 00:00:00,1956-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400443,French,,,"Honduras Britannique, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1956/59,
422263,11176/387434,1991-01-01 00:00:00,1992-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400442,English,Philippines : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1992/37,
422262,11176/387434,1964-01-01 00:00:00,1965-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400441,English,"Ryukyu Islands, communicated by the Government of the United States of America : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,,,,,,E/NL.1965/18,
422261,11176/387434,1993-01-01 00:00:00,1999-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400440,English,Saint Vincent and the Grenadines : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1999/60,
422260,11176/387434,1954-01-01 00:00:00,1954-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400439,English,"Official records, eighteenth session, 29 June-6 August 1954 : resolutions, supplement no. 1",,,,,United Nations. Economic and Social Council,,,,,E/2654,
422259,11176/387434,1991-01-01 00:00:00,1994-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400438,English,Thailand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1994/13,
422258,11176/387434,1991-01-01 00:00:00,1992-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400437,English,"United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,,,,,,E/NL.1992/44,
422257,11176/387434,1989-01-01 00:00:00,1989-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400436,English,Zambia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1989/25-26,
422256,11176/387434,1952-01-01 00:00:00,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400435,French,,,"Afrique-Occidentale française, communiqués par le gouvernement de la France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1953/57,
422255,11176/387434,1957-01-01 00:00:00,1957-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400434,English,"Union of Soviet Socialist Republics : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1957/61,
422254,11176/387434,1976-01-01 00:00:00||1975-01-01 00:00:00,1976-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400433,English,Malaysia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1976/30-31,
422200,11176/387434,1970-01-01 00:00:00||1972-01-01 00:00:00,1973-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400379,English,Greece : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,,,,,,E/NL.1973/52-54,
422199,11176/387434,1924-01-01 00:00:00,1924-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400378,French,,,Deuxième conférence de l'opium : liste des délégués (révisée),,,International Opium Conference (1924 : Geneva),,Conférence internationale de l'opium (1924 : Genève),,,O.D.C.1,
422198,11176/387434,1985-01-01 00:00:00,1985-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400377,French,,,"Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-huitième session, 3-21 juin 1985 : Assemblée générale, documents officiels, quarantième session, supplément n° 17, a/40/17",,,,,Commission des Nations Unies pour le droit commercial international,,,A/40/17,
422197,11176/387434,1974-01-01 00:00:00,1976-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400376,French,,,Grèce : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,,,,E/NL.1976/98,
422196,11176/387434,1954-01-01 00:00:00,1955-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400375,English,"Jamaica, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1955/11,
422195,11176/387434,1959-01-01 00:00:00,1959-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400374,French,,,"Nouvelles-Hébrides, communiqués par le gouvernement de la France et par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1959/68,
422194,11176/387434,1993-01-01 00:00:00,1993-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400373,English,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,,,,,,E/NL.1993/48,
422193,11176/387434,,1953-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400372,French,,,"Tchécoslovaquie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,,,,,E/NL.1953/90-91,
422192,11176/387434,1957-01-01 00:00:00,1958-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400371,English,"Indonesia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,,,,,,E/NL.1958/10,
422191,11176/387434,1975-01-01 00:00:00,1974-01-01 00:00:00,,,,,http://hdl.handle.net/11176/400370,English,Estimated world requirements of narcotic drugs and estimates of world production of opium in 1975,,,,,International Narcotics Control Board,,,,E.75.XI.1,E/INCB/26,
